Vehicle_ID,State,Vehicle_Type,Fuel_Type,EV_Status,Manufacturer,Model,Year_of_Manufacture,Units_Sold,Price,Mileage_kmpl,CO2_Emission_g_km,Registration_City
V0747,Tamil Nadu,Car,Hybrid,No,Hyundai,Venue,2014,3917,2420236,21.0,185.9,Bengaluru
V0748,Haryana,Car,Hybrid,No,Toyota,Innova,2017,14595,703887,16.5,125.7,Jaipur
V0749,Kerala,Auto,Petrol,No,Bajaj,Chetak,2022,14335,989673,17.3,114.4,Kolkata
V0750,Uttarakhand,SUV,Diesel,No,MG,Hector,2015,11811,138404,17.9,158.5,Mumbai
V0751,Chhattisgarh,Van,Hybrid,No,Force Motors,Traveller,2023,3924,1109344,21.4,106.8,Mumbai
V0752,Rajasthan,Car,Diesel,No,Maruti,Swift,2024,14164,2259343,14.6,186.7,Hyderabad
V0753,West Bengal,Bike,Petrol,No,Royal Enfield,Hunter 350,2021,358,837826,14.9,144.7,Ahmedabad
V0754,Madhya Pradesh,Auto,Hybrid,No,TVS,Apache,2014,13599,1437935,14.2,187.1,Mumbai
V0755,West Bengal,Bike,Hybrid,No,TVS,Apache,2016,13502,1491081,21.1,143.7,Mumbai
V0756,West Bengal,Bus,Diesel,No,Volvo,9600,2017,9565,2435866,15.1,132.1,Hyderabad
V0757,Karnataka,Bike,Diesel,No,Honda,Amaze,2020,11567,1794132,15.7,146.8,Chennai
V0758,West Bengal,SUV,Diesel,No,Hyundai,Creta,2017,7681,608301,15.4,178.6,Delhi
V0759,Madhya Pradesh,Van,Petrol,No,Tata,Punch,2011,3702,149132,25.4,165.6,Ahmedabad
V0760,West Bengal,Van,Petrol,No,Force Motors,Gurkha,2019,377,2044255,11.8,191.6,Jaipur
V0761,Haryana,Auto,Petrol,No,TVS,Jupiter,2018,629,932031,25.9,159.6,Ahmedabad
V0762,Chhattisgarh,Bus,Diesel,No,Ashok Leyland,Dost,2023,8797,436450,24.6,163.3,Chennai
V0763,Odisha,Bus,Electric,Yes,Tata,Tiago,2014,5026,1964053,0.0,0.0,Hyderabad
V0764,Odisha,Bike,Electric,Yes,TVS,Apache,2012,9486,482313,0.0,0.0,Ahmedabad
V0765,Tamil Nadu,Truck,Electric,Yes,Ashok Leyland,Dost,2014,4111,758056,0.0,0.0,Jaipur
V0766,Tamil Nadu,Van,Diesel,No,Force Motors,Traveller,2010,12670,985744,19.5,129.8,Jaipur
V0767,Maharashtra,Truck,Electric,Yes,Mahindra,Bolero,2013,8184,1436559,0.0,0.0,Hyderabad
V0768,Delhi,Auto,Electric,Yes,TVS,Jupiter,2016,4378,116479,0.0,0.0,Ahmedabad
V0769,Rajasthan,Van,Electric,Yes,Force Motors,Traveller,2011,1935,2466148,0.0,0.0,Mumbai
V0770,Andhra Pradesh,Auto,Hybrid,No,TVS,Apache,2020,10654,106152,15.6,197.4,Kolkata
V0771,Telangana,Van,Petrol,No,Force Motors,Gurkha,2019,12529,2457228,29.2,174.4,Bengaluru
V0772,Telangana,Auto,Petrol,No,TVS,Apache,2011,10093,380738,12.7,116.2,Delhi
V0773,Gujarat,Car,Diesel,No,Tata,Nexon,2017,4836,475759,28.5,153.1,Lucknow
V0774,Andhra Pradesh,SUV,Petrol,No,Tata,Tiago,2015,12207,906038,16.4,134.3,Ahmedabad
V0775,Uttarakhand,Car,Hybrid,No,Hyundai,Creta,2013,10454,893937,14.5,192.4,Mumbai
V0776,Odisha,Bike,Electric,Yes,Royal Enfield,Hunter 350,2019,1211,791535,0.0,0.0,Ahmedabad
V0777,Odisha,Truck,Petrol,No,Ashok Leyland,Captain,2016,12394,2388715,23.8,126.6,Kolkata
V0778,Bihar,Bike,Hybrid,No,Bajaj,Chetak,2020,14275,135788,14.3,126.3,Delhi
V0779,Karnataka,Car,Petrol,No,Hyundai,i20,2023,6595,1726190,29.4,197.4,Hyderabad
V0780,Punjab,Auto,Electric,Yes,TVS,Jupiter,2018,7853,2235715,0.0,0.0,Jaipur
V0781,Uttarakhand,Van,Diesel,No,Force Motors,Traveller,2023,415,285189,18.0,190.9,Hyderabad
V0782,Uttar Pradesh,Car,Diesel,No,Kia,Seltos,2016,9834,2347784,23.2,104.1,Kolkata
V0783,Jharkhand,Bus,Diesel,No,Ashok Leyland,Captain,2020,9869,1306936,11.3,170.3,Mumbai
V0784,Delhi,Van,Hybrid,No,Maruti,Ertiga,2024,12399,1833509,28.7,100.7,Bengaluru
V0785,Kerala,SUV,Diesel,No,Mahindra,Jeeto,2012,10667,289693,24.7,156.3,Delhi
V0786,Madhya Pradesh,Bus,Electric,Yes,Ashok Leyland,Dost,2015,8871,444671,0.0,0.0,Kolkata
V0787,Bihar,Truck,Diesel,No,Ashok Leyland,Dost,2017,8305,2228957,25.5,141.2,Jaipur
V0788,Delhi,SUV,Diesel,No,Tata,Nexon,2012,3617,1756161,15.9,129.3,Ahmedabad
V0789,Maharashtra,Truck,Petrol,No,Tata,Nexon,2011,6119,2492953,21.1,117.0,Kochi
V0790,Jharkhand,Bike,Petrol,No,Honda,City,2017,8564,1419339,25.1,112.9,Jaipur
V0791,Uttarakhand,Van,Electric,Yes,Force Motors,Traveller,2022,462,2484819,0.0,0.0,Kolkata
V0792,Haryana,Auto,Hybrid,No,TVS,Jupiter,2020,262,1777528,22.3,169.2,Mumbai
V0793,Kerala,Van,Electric,Yes,Maruti,Swift,2017,10309,1073593,0.0,0.0,Jaipur
V0794,Madhya Pradesh,SUV,Electric,Yes,Mahindra,Jeeto,2011,2168,1382904,0.0,0.0,Mumbai
V0795,Uttarakhand,SUV,Petrol,No,Hyundai,Creta,2022,3642,1738384,19.0,108.9,Mumbai
V0796,Chhattisgarh,SUV,Diesel,No,Tata,Tiago,2020,433,683993,12.2,164.8,Delhi
V0797,Assam,Van,Hybrid,No,Maruti,Ertiga,2014,992,302048,29.0,105.7,Jaipur
V0798,Kerala,SUV,Electric,Yes,MG,Astor,2021,5645,1641426,0.0,0.0,Delhi
V0799,Rajasthan,Van,Electric,Yes,Force Motors,Gurkha,2017,3093,1084242,0.0,0.0,Delhi
V0800,Delhi,Auto,Hybrid,No,Bajaj,Chetak,2011,9240,1316187,26.9,182.5,Kochi
V0801,Maharashtra,Truck,Electric,Yes,Tata,Nexon,2011,9568,1347244,0.0,0.0,Mumbai
V0802,Rajasthan,Car,Diesel,No,Hyundai,Creta,2020,728,1269905,25.1,185.7,Chennai
V0803,Haryana,Van,Petrol,No,Force Motors,Traveller,2019,7311,345645,23.6,128.3,Kochi
V0804,Odisha,Truck,Petrol,No,Mahindra,Bolero,2019,9093,715871,22.4,146.6,Kolkata
V0805,Gujarat,Bus,Diesel,No,Tata,Punch,2015,5553,1641615,10.5,161.4,Hyderabad
V0806,Kerala,Bike,Electric,Yes,Bajaj,Chetak,2024,14855,2483134,0.0,0.0,Delhi
V0807,Tamil Nadu,Bus,Hybrid,No,Ashok Leyland,Captain,2018,3660,2364884,21.6,194.4,Bengaluru
V0808,Rajasthan,Auto,Hybrid,No,TVS,Apache,2018,9411,266958,21.8,133.9,Hyderabad
V0809,Uttar Pradesh,SUV,Hybrid,No,MG,Astor,2015,11362,879013,11.7,198.2,Bengaluru
V0810,Punjab,Car,Diesel,No,Toyota,Fortuner,2022,14105,1661132,25.7,177.9,Chennai
V0811,Chhattisgarh,Truck,Electric,Yes,Ashok Leyland,Captain,2011,2371,901699,0.0,0.0,Hyderabad
V0812,Maharashtra,Van,Electric,Yes,Tata,Punch,2012,8037,1123648,0.0,0.0,Ahmedabad
V0813,Uttarakhand,Bike,Petrol,No,Honda,Amaze,2012,14992,844427,25.8,171.4,Kochi
V0814,Assam,SUV,Diesel,No,Mahindra,Jeeto,2017,7267,1544793,23.1,177.8,Bengaluru
V0815,Delhi,Truck,Electric,Yes,Ashok Leyland,Dost,2011,5117,1640163,0.0,0.0,Chennai
V0816,Kerala,SUV,Petrol,No,MG,Astor,2024,9518,1567209,17.4,135.4,Ahmedabad
V0817,Odisha,Auto,Hybrid,No,Piaggio,Ape,2012,1112,971028,18.1,111.7,Hyderabad
V0818,Haryana,Truck,Petrol,No,Mahindra,Bolero,2018,9979,2235650,18.9,154.2,Lucknow
V0819,Chhattisgarh,Truck,Hybrid,No,Tata,Tiago,2017,10165,2291102,23.7,183.5,Ahmedabad
V0820,Andhra Pradesh,Car,Hybrid,No,Hyundai,Creta,2013,8286,857575,17.1,102.8,Chennai
V0821,West Bengal,Auto,Electric,Yes,Bajaj,Chetak,2010,5902,1456388,0.0,0.0,Ahmedabad
V0822,Jharkhand,SUV,Hybrid,No,Mahindra,Jeeto,2012,11139,356665,27.9,152.6,Lucknow
V0823,Chhattisgarh,Bus,Electric,Yes,Volvo,9600,2021,11830,2437499,0.0,0.0,Delhi
V0824,Madhya Pradesh,Bus,Petrol,No,Ashok Leyland,Dost,2010,315,1336192,16.7,197.9,Mumbai
V0825,Madhya Pradesh,Bike,Electric,Yes,Royal Enfield,Hunter 350,2015,14365,1960434,0.0,0.0,Kochi
V0826,Karnataka,Van,Electric,Yes,Tata,Tiago,2011,8476,1001682,0.0,0.0,Kochi
V0827,Tamil Nadu,Auto,Electric,Yes,Bajaj,Chetak,2011,11090,1782476,0.0,0.0,Chennai
V0828,Uttarakhand,Car,Electric,Yes,Hyundai,Creta,2023,14612,2411370,0.0,0.0,Kochi
V0829,Odisha,Bike,Electric,Yes,Bajaj,Chetak,2020,4794,2490351,0.0,0.0,Bengaluru
V0830,Haryana,Car,Electric,Yes,Kia,Seltos,2015,835,492019,0.0,0.0,Kochi
V0831,Uttar Pradesh,Truck,Petrol,No,Eicher,Pro 2049,2019,4341,988439,16.1,119.6,Delhi
V0832,Bihar,Van,Petrol,No,Maruti,Alto,2021,4808,370657,11.4,149.4,Lucknow
V0833,Gujarat,SUV,Electric,Yes,Tata,Nexon,2010,3520,368325,0.0,0.0,Hyderabad
V0834,Uttarakhand,SUV,Diesel,No,Tata,Nexon,2016,4860,1306681,19.2,188.3,Lucknow
V0835,Gujarat,Van,Petrol,No,Force Motors,Traveller,2023,3975,1193817,29.5,168.0,Mumbai
V0836,Rajasthan,Truck,Petrol,No,Tata,Punch,2015,13458,2319042,11.4,123.7,Mumbai
V0837,Chhattisgarh,Bus,Petrol,No,Volvo,9400,2020,12001,1452678,24.1,168.2,Chennai
V0838,Odisha,Truck,Diesel,No,Eicher,Pro 2049,2012,10789,1860013,28.5,112.3,Delhi
V0839,Maharashtra,Bike,Petrol,No,Hero,HF Deluxe,2019,682,288639,18.0,155.1,Lucknow
V0840,Gujarat,Car,Petrol,No,Honda,City,2022,7737,115264,11.5,175.5,Mumbai
V0841,Bihar,Car,Diesel,No,Honda,City,2012,10769,1364080,21.9,121.1,Kochi
V0842,Bihar,SUV,Electric,Yes,MG,Astor,2019,4802,217731,0.0,0.0,Lucknow
V0843,Telangana,Bike,Hybrid,No,Honda,Amaze,2021,6744,570999,18.0,164.3,Hyderabad
V0844,Odisha,Bike,Diesel,No,Honda,Amaze,2010,4736,2086658,22.5,197.0,Hyderabad
V0845,Andhra Pradesh,Van,Diesel,No,Force Motors,Traveller,2024,13100,191629,16.5,156.1,Hyderabad
V0846,West Bengal,Truck,Diesel,No,Mahindra,Jeeto,2011,483,1890543,19.1,114.9,Lucknow
V0847,Madhya Pradesh,Van,Electric,Yes,Tata,Tiago,2011,11741,1299369,0.0,0.0,Hyderabad
V0848,Rajasthan,Car,Diesel,No,Kia,Seltos,2021,291,1622091,14.7,191.5,Hyderabad
V0849,Delhi,SUV,Petrol,No,Hyundai,Venue,2021,14123,1847553,11.5,167.5,Kolkata
V0850,Haryana,Bus,Electric,Yes,Tata,Nexon,2018,5351,238406,0.0,0.0,Mumbai
V0851,Gujarat,Bike,Diesel,No,TVS,Apache,2016,9684,620629,23.0,186.8,Hyderabad
V0852,Odisha,SUV,Petrol,No,Mahindra,Bolero,2021,3683,1475644,11.3,129.1,Chennai
V0853,Gujarat,Van,Petrol,No,Maruti,Alto,2013,13312,519064,23.1,154.1,Delhi
V0854,Uttar Pradesh,Van,Hybrid,No,Maruti,Baleno,2018,3526,2483407,27.8,104.4,Kolkata
V0855,Chhattisgarh,Bike,Hybrid,No,Bajaj,Pulsar,2020,6846,80234,24.9,145.7,Bengaluru
V0856,Telangana,Truck,Diesel,No,Eicher,Pro 3015,2017,7174,789388,19.8,144.9,Delhi
V0857,Karnataka,SUV,Petrol,No,Hyundai,Creta,2012,5509,127116,17.0,122.6,Bengaluru
V0858,Bihar,Van,Hybrid,No,Maruti,Alto,2019,2268,720143,13.0,138.6,Mumbai
V0859,Tamil Nadu,Auto,Diesel,No,TVS,Apache,2019,6670,2319030,19.7,120.8,Bengaluru
V0860,Uttar Pradesh,Bus,Diesel,No,Tata,Nexon,2021,2536,1564127,14.6,188.4,Mumbai
V0861,Rajasthan,Van,Petrol,No,Tata,Tiago,2010,10365,461313,26.8,144.5,Jaipur
V0862,Maharashtra,Car,Petrol,No,Tata,Punch,2011,12843,1145943,11.8,196.7,Hyderabad
V0863,Haryana,Van,Diesel,No,Maruti,Alto,2019,2125,710698,14.7,124.6,Delhi
V0864,Delhi,Bike,Electric,Yes,Honda,Amaze,2015,3836,120525,0.0,0.0,Bengaluru
V0865,Andhra Pradesh,Bus,Petrol,No,Ashok Leyland,Dost,2012,13817,1047618,12.3,139.3,Ahmedabad
V0866,Chhattisgarh,Car,Hybrid,No,Kia,Sonet,2015,971,2347188,24.5,157.7,Chennai
V0867,Haryana,SUV,Electric,Yes,Tata,Tiago,2013,12383,325624,0.0,0.0,Bengaluru
V0868,Chhattisgarh,Car,Diesel,No,Kia,Sonet,2010,12796,1629073,18.8,111.9,Jaipur
V0869,Haryana,Bike,Petrol,No,Honda,Amaze,2020,11574,561196,17.3,165.7,Hyderabad
V0870,Haryana,Bike,Electric,Yes,Honda,Amaze,2013,12900,474009,0.0,0.0,Hyderabad
V0871,Haryana,Car,Diesel,No,Hyundai,Venue,2018,10451,2189085,23.5,114.2,Kolkata
V0872,West Bengal,Bike,Petrol,No,Hero,Splendor,2016,8671,1052930,18.2,136.9,Ahmedabad
V0873,West Bengal,Car,Electric,Yes,Tata,Tiago,2016,5101,1463730,0.0,0.0,Mumbai
V0874,Rajasthan,Bike,Diesel,No,Honda,Amaze,2022,11180,377654,24.1,157.4,Kochi
V0875,Bihar,Truck,Petrol,No,Ashok Leyland,Captain,2022,7658,1748384,14.1,108.4,Kochi
V0876,Odisha,SUV,Petrol,No,Tata,Punch,2024,8769,1731921,26.1,110.9,Kochi
V0877,Madhya Pradesh,Car,Electric,Yes,Tata,Punch,2015,14129,1182902,0.0,0.0,Lucknow
V0878,Punjab,Truck,Diesel,No,Ashok Leyland,Dost,2016,6635,418526,25.5,123.3,Hyderabad
V0879,Maharashtra,Bus,Electric,Yes,Tata,Nexon,2020,7642,512544,0.0,0.0,Mumbai
V0880,Andhra Pradesh,Truck,Electric,Yes,Tata,Punch,2015,13954,1181431,0.0,0.0,Kolkata
V0881,Chhattisgarh,Bus,Petrol,No,Tata,Nexon,2011,352,644400,11.4,128.4,Delhi
V0882,Punjab,Bus,Diesel,No,Tata,Nexon,2024,2257,2064247,25.1,198.9,Chennai
V0883,Telangana,Bus,Diesel,No,Tata,Tiago,2021,12569,1625223,24.6,138.5,Jaipur
V0884,Karnataka,Bus,Diesel,No,Tata,Tiago,2021,5146,1410707,24.2,135.4,Mumbai
V0885,Kerala,Van,Electric,Yes,Maruti,Swift,2021,406,2412872,0.0,0.0,Chennai
V0886,Gujarat,Truck,Diesel,No,Mahindra,Bolero,2013,12871,1042641,21.3,153.0,Jaipur
V0887,Odisha,Bus,Hybrid,No,Ashok Leyland,Dost,2020,13762,2485144,27.2,150.9,Bengaluru
V0888,Uttar Pradesh,Auto,Electric,Yes,TVS,Jupiter,2013,198,2365376,0.0,0.0,Kochi
V0889,Rajasthan,Bus,Electric,Yes,Tata,Nexon,2013,6229,1609193,0.0,0.0,Bengaluru
V0890,Karnataka,Bus,Diesel,No,Ashok Leyland,Captain,2018,1038,1134243,29.0,135.1,Kolkata
V0891,Assam,Truck,Hybrid,No,Ashok Leyland,Dost,2015,10457,1046480,25.1,155.2,Delhi
V0892,West Bengal,Auto,Petrol,No,Bajaj,Chetak,2010,1661,2117001,22.0,113.1,Bengaluru
V0893,Uttar Pradesh,Bus,Electric,Yes,Ashok Leyland,Captain,2023,14494,1186074,0.0,0.0,Chennai
V0894,Telangana,Car,Petrol,No,Honda,City,2022,308,1814138,15.4,100.3,Jaipur
V0895,West Bengal,Bike,Petrol,No,Honda,Amaze,2018,7444,1928104,25.4,159.8,Jaipur
V0896,Andhra Pradesh,Auto,Hybrid,No,Piaggio,Ape,2014,12159,2044936,22.8,128.8,Jaipur
V0897,Odisha,Van,Electric,Yes,Tata,Nexon,2015,3908,1824640,0.0,0.0,Bengaluru
V0898,Telangana,Car,Hybrid,No,Maruti,Ertiga,2014,7382,2316953,12.3,189.1,Hyderabad
V0899,West Bengal,Truck,Electric,Yes,Tata,Nexon,2023,2813,1842356,0.0,0.0,Lucknow
V0900,Assam,SUV,Petrol,No,Hyundai,Venue,2016,1685,367733,20.2,116.3,Delhi
V0901,Delhi,SUV,Hybrid,No,Tata,Tiago,2018,5559,312184,16.1,104.7,Ahmedabad
V0902,Delhi,Truck,Electric,Yes,Eicher,Pro 2049,2021,1374,508160,0.0,0.0,Chennai
V0903,Andhra Pradesh,Car,Diesel,No,Kia,Seltos,2020,5500,80915,19.5,175.2,Jaipur
V0904,Chhattisgarh,Auto,Hybrid,No,Bajaj,Pulsar,2018,450,1488141,15.6,174.7,Bengaluru
V0905,Punjab,SUV,Hybrid,No,Tata,Tiago,2023,8428,2371514,19.9,139.5,Delhi
V0906,Bihar,Bus,Diesel,No,Ashok Leyland,Dost,2010,9448,309273,10.4,172.1,Kolkata
V0907,Haryana,Bike,Hybrid,No,Bajaj,Pulsar,2017,14894,1629504,28.6,158.1,Kochi
V0908,Andhra Pradesh,Van,Electric,Yes,Tata,Nexon,2020,7917,1464398,0.0,0.0,Hyderabad
V0909,Kerala,Bike,Petrol,No,Honda,Amaze,2022,6344,1137620,23.7,119.5,Hyderabad
V0910,West Bengal,Car,Electric,Yes,Hyundai,Creta,2018,7169,2145135,0.0,0.0,Mumbai
V0911,Chhattisgarh,Car,Diesel,No,Maruti,Ertiga,2018,14024,1868629,16.7,115.5,Hyderabad
V0912,Haryana,Car,Hybrid,No,Kia,Sonet,2023,9330,2071985,19.7,162.6,Mumbai
V0913,Tamil Nadu,SUV,Electric,Yes,Mahindra,Jeeto,2019,7702,410269,0.0,0.0,Delhi
V0914,Uttarakhand,Van,Electric,Yes,Force Motors,Traveller,2020,3530,662481,0.0,0.0,Kochi
V0915,West Bengal,Car,Petrol,No,Maruti,Swift,2013,1412,225970,14.5,145.5,Jaipur
V0916,West Bengal,Bike,Petrol,No,Royal Enfield,Hunter 350,2015,7400,278667,21.3,154.2,Lucknow
V0917,Andhra Pradesh,Truck,Diesel,No,Tata,Tiago,2023,1172,1704979,23.5,147.7,Mumbai
V0918,Kerala,SUV,Diesel,No,Tata,Punch,2023,12192,1352577,21.8,114.3,Kolkata
V0919,Gujarat,SUV,Hybrid,No,MG,Hector,2010,2701,1478456,17.0,176.9,Ahmedabad
V0920,Punjab,Van,Diesel,No,Maruti,Baleno,2011,6540,1052081,12.7,165.4,Ahmedabad
V0921,Kerala,SUV,Diesel,No,Hyundai,Venue,2021,13989,1747281,27.9,183.4,Jaipur
V0922,Kerala,SUV,Electric,Yes,Mahindra,Jeeto,2019,12360,1291164,0.0,0.0,Kochi
V0923,Rajasthan,Bus,Petrol,No,Tata,Tiago,2019,13876,2269858,19.3,108.4,Mumbai
V0924,Odisha,SUV,Petrol,No,Mahindra,Bolero,2020,2718,550302,11.3,171.1,Lucknow
V0925,Madhya Pradesh,Auto,Petrol,No,Bajaj,Pulsar,2013,7370,2025141,18.1,125.2,Ahmedabad
V0926,Andhra Pradesh,Car,Petrol,No,Kia,Seltos,2012,2182,1873486,16.9,172.0,Bengaluru
V0927,Rajasthan,Car,Hybrid,No,Maruti,Alto,2016,694,1840995,23.0,186.1,Kolkata
V0928,Maharashtra,SUV,Hybrid,No,MG,Astor,2019,13351,2216502,20.3,194.4,Mumbai
V0929,Telangana,Van,Electric,Yes,Maruti,Alto,2024,9152,1629587,0.0,0.0,Delhi
V0930,Delhi,Auto,Petrol,No,TVS,Jupiter,2020,2787,86989,25.7,132.0,Lucknow
V0931,Gujarat,Bike,Hybrid,No,Royal Enfield,Classic 350,2021,12186,628733,29.5,160.4,Mumbai
V0932,Chhattisgarh,Van,Hybrid,No,Tata,Nexon,2017,9757,957752,19.3,114.9,Hyderabad
V0933,Uttarakhand,Van,Petrol,No,Tata,Nexon,2010,11775,2390938,27.8,116.0,Chennai
V0934,Telangana,Car,Diesel,No,Kia,Seltos,2021,796,670056,27.7,164.0,Ahmedabad
V0935,Chhattisgarh,Bike,Petrol,No,Hero,Splendor,2012,8272,301530,15.5,131.8,Jaipur
V0936,Rajasthan,Bus,Diesel,No,Ashok Leyland,Dost,2018,7521,1531809,22.2,156.2,Kolkata
V0937,Haryana,Bus,Petrol,No,Ashok Leyland,Captain,2010,3361,1277220,14.5,132.1,Mumbai
V0938,Andhra Pradesh,Auto,Diesel,No,Bajaj,Pulsar,2010,14663,2375962,26.1,186.2,Delhi
V0939,Uttarakhand,Bus,Electric,Yes,Ashok Leyland,Captain,2016,10378,1666808,0.0,0.0,Mumbai
V0940,Delhi,SUV,Petrol,No,Hyundai,Creta,2014,2719,762344,21.5,170.8,Kolkata
V0941,Jharkhand,Auto,Hybrid,No,Piaggio,Ape,2011,4234,2300357,16.3,127.9,Bengaluru
V0942,Andhra Pradesh,Truck,Petrol,No,Eicher,Pro 2049,2023,2373,1421451,27.3,134.8,Ahmedabad
V0943,Jharkhand,Truck,Petrol,No,Eicher,Pro 3015,2015,7688,720324,27.9,145.9,Ahmedabad
V0944,Jharkhand,Car,Diesel,No,Toyota,Innova,2020,10627,421737,24.8,165.9,Chennai
V0945,Assam,Truck,Electric,Yes,Eicher,Pro 2049,2015,1936,1517620,0.0,0.0,Delhi
V0946,Chhattisgarh,Truck,Petrol,No,Tata,Nexon,2018,1021,1231720,20.9,131.0,Bengaluru
V0947,Odisha,Auto,Hybrid,No,TVS,Jupiter,2016,5980,856000,20.8,141.8,Hyderabad
V0948,Karnataka,SUV,Hybrid,No,Mahindra,Jeeto,2022,5655,86306,18.2,164.3,Delhi
V0949,Madhya Pradesh,Auto,Electric,Yes,Bajaj,Chetak,2018,107,1154645,0.0,0.0,Bengaluru
V0950,Assam,Van,Petrol,No,Tata,Nexon,2012,2975,1300457,21.2,120.6,Chennai
V0951,Uttarakhand,Bike,Hybrid,No,Bajaj,Pulsar,2013,11350,2193319,27.4,104.3,Lucknow
V0952,Gujarat,Car,Diesel,No,Toyota,Innova,2022,4652,1578386,11.9,132.1,Ahmedabad
V0953,Tamil Nadu,SUV,Electric,Yes,Mahindra,Bolero,2023,6296,1665397,0.0,0.0,Delhi
V0954,Tamil Nadu,Bus,Petrol,No,Ashok Leyland,Captain,2017,869,586817,20.0,148.9,Kolkata
V0955,Karnataka,Bus,Electric,Yes,Volvo,9600,2010,7385,1494816,0.0,0.0,Ahmedabad
V0956,Haryana,Bus,Diesel,No,Ashok Leyland,Captain,2019,12974,598955,26.1,108.7,Hyderabad
V0957,Tamil Nadu,Bus,Hybrid,No,Tata,Tiago,2015,11823,511965,12.4,107.2,Ahmedabad
V0958,Bihar,SUV,Electric,Yes,Mahindra,Jeeto,2013,1043,1200616,0.0,0.0,Bengaluru
V0959,West Bengal,SUV,Petrol,No,Tata,Nexon,2015,1500,1604122,19.6,196.5,Bengaluru
V0960,Karnataka,Truck,Hybrid,No,Eicher,Pro 2049,2020,2849,641295,10.5,199.2,Lucknow
V0961,Tamil Nadu,Bike,Electric,Yes,Royal Enfield,Hunter 350,2022,12342,522473,0.0,0.0,Bengaluru
V0962,Assam,Bike,Electric,Yes,Hero,HF Deluxe,2011,13316,1474181,0.0,0.0,Jaipur
V0963,Punjab,Car,Electric,Yes,Toyota,Fortuner,2014,12598,1838743,0.0,0.0,Kochi
V0964,Jharkhand,Bike,Hybrid,No,Royal Enfield,Hunter 350,2011,2283,536041,19.7,186.0,Delhi
V0965,Assam,Truck,Petrol,No,Tata,Punch,2013,9234,1368910,13.0,130.7,Bengaluru
V0966,Telangana,Truck,Diesel,No,Tata,Nexon,2010,9619,545002,28.2,140.7,Kochi
V0967,Jharkhand,Van,Hybrid,No,Tata,Tiago,2015,821,2097182,29.3,157.0,Jaipur
V0968,Delhi,Bus,Diesel,No,Ashok Leyland,Dost,2018,11198,2019622,24.3,135.7,Ahmedabad
V0969,Tamil Nadu,Bus,Electric,Yes,Volvo,9600,2011,2700,321239,0.0,0.0,Hyderabad
V0970,Odisha,Bus,Diesel,No,Ashok Leyland,Captain,2016,11447,1356508,23.9,142.3,Lucknow
V0971,Bihar,Truck,Diesel,No,Mahindra,Jeeto,2019,10123,484833,23.1,156.6,Kolkata
V0972,Odisha,Auto,Hybrid,No,TVS,Apache,2014,2698,1582253,11.9,107.3,Kochi
V0973,Tamil Nadu,Truck,Petrol,No,Mahindra,Jeeto,2023,13097,598874,26.3,141.9,Lucknow
V0974,Uttar Pradesh,Bus,Electric,Yes,Tata,Nexon,2021,9250,799795,0.0,0.0,Chennai
V0975,Kerala,Car,Petrol,No,Honda,City,2021,930,1188006,12.5,143.8,Jaipur
V0976,Karnataka,Car,Hybrid,No,Maruti,Swift,2024,4644,1459217,11.6,110.9,Lucknow
V0977,Odisha,SUV,Petrol,No,Hyundai,i20,2013,14630,168393,28.1,175.6,Bengaluru
V0978,Delhi,Car,Hybrid,No,Kia,Sonet,2014,9173,689884,10.2,143.4,Kochi
V0979,West Bengal,Auto,Petrol,No,TVS,Jupiter,2022,3631,314798,17.3,106.6,Ahmedabad
V0980,Haryana,Bike,Electric,Yes,Royal Enfield,Classic 350,2021,3013,1836078,0.0,0.0,Lucknow
V0981,Uttar Pradesh,Auto,Diesel,No,TVS,Apache,2019,3198,2174425,10.4,166.7,Mumbai
V0982,Uttar Pradesh,Auto,Petrol,No,Piaggio,Porter,2011,14660,910181,19.6,191.6,Jaipur
V0983,Odisha,Van,Hybrid,No,Tata,Nexon,2011,9039,1410076,10.1,173.2,Jaipur
V0984,West Bengal,Truck,Hybrid,No,Mahindra,Jeeto,2024,10293,755507,19.1,141.7,Mumbai
V0985,Madhya Pradesh,Auto,Electric,Yes,Piaggio,Porter,2024,7620,1320202,0.0,0.0,Delhi
V0986,Assam,SUV,Diesel,No,Mahindra,Bolero,2014,2863,890568,23.6,193.6,Delhi
V0987,Maharashtra,Van,Petrol,No,Tata,Tiago,2024,1061,731911,14.0,114.6,Kochi
V0988,Maharashtra,Auto,Petrol,No,Piaggio,Ape,2011,9594,684202,22.7,122.5,Kochi
V0989,Andhra Pradesh,Car,Diesel,No,Honda,City,2014,9576,1684008,26.4,128.0,Kolkata
V0990,Kerala,Van,Hybrid,No,Tata,Tiago,2024,6973,1066589,26.8,152.0,Lucknow
V0991,Jharkhand,Car,Electric,Yes,Hyundai,Venue,2012,10771,2079146,0.0,0.0,Kochi
V0992,Assam,Auto,Hybrid,No,TVS,Jupiter,2015,544,1776997,20.6,198.3,Kolkata
V0993,Delhi,Bus,Petrol,No,Ashok Leyland,Captain,2017,4762,690163,10.1,154.8,Bengaluru
V0994,Karnataka,Car,Diesel,No,Toyota,Innova,2022,4858,1282109,16.7,194.6,Kolkata
V0995,Bihar,Bus,Electric,Yes,Ashok Leyland,Dost,2023,1559,840829,0.0,0.0,Delhi
